	Vendor	Trip Distance (in Miles)	Trip Cost	Trip Time (in Minutes)
34966	Taxi	14.31	$21.72 	24.68
34967	Taxi	16.98	$20.85 	29.28
34968	Taxi	15.71	$16.47 	27.1
34969	Taxi	22.75	$23.42 	39.23
34970	Taxi	20.17	$14.36 	34.77
34971	Taxi	36.46	$18.73 	62.87
34972	Taxi	11.19	$21.85 	19.29
34973	Taxi	9.33	$23.07 	16.08
34974	Taxi	11.06	$41.32 	19.07
34975	Taxi	8.22	$30.68 	14.18
34976	Taxi	23.06	$20.82 	39.75
34977	Taxi	23.55	$19.92 	40.62
34978	Taxi	17.14	$15.63 	29.56
34979	Taxi	22.25	$41.41 	38.36
34980	Taxi	14.3	$20.59 	24.66
34981	Taxi	22.63	$17.20 	39.01
34982	Taxi	10.92	$23.29 	18.84
34983	Taxi	17.99	$17.76 	31.02
34984	Taxi	15.47	$28.89 	26.67
34985	Taxi	16.55	$25.85 	28.53
34986	Taxi	26.37	$20.78 	45.47
34987	Taxi	10.17	$16.39 	17.54
34988	Taxi	21.81	$17.20 	37.6
34989	Taxi	19.08	$23.52 	32.9
34990	Taxi	17.73	$15.14 	30.57
34991	Taxi	19.63	$26.33 	33.85
34992	Taxi	22.22	$35.19 	38.31
34993	Taxi	20.31	$16.42 	35.03
34994	Taxi	7.44	$24.78 	12.83
34995	Taxi	24.27	$25.42 	41.84
34996	Taxi	20.15	$32.15 	34.74
34997	Taxi	9.29	$21.86 	16.03
34998	Taxi	26.06	$23.84 	44.94
34999	Taxi	18.6	$11.55 	32.07
35000	Taxi	16.94	$10.93 	29.21
35001	Taxi	8.79	$21.19 	15.16
35002	Taxi	5.42	$36.07 	9.35
35003	Taxi	9.13	$30.06 	15.75
35004	Taxi	18.61	$26.83 	32.09
35005	Taxi	16.52	$17.52 	28.49
35006	Taxi	19.18	$12.80 	33.08
35007	Taxi	15.89	$21.03 	27.41
35008	Taxi	12.37	$26.42 	21.33
35009	Taxi	16.77	$31.29 	28.92
35010	Taxi	20.46	$19.83 	35.27
35011	Taxi	11.81	$16.16 	20.37
35012	Taxi	19.05	$21.41 	32.85
35013	Taxi	16.58	$25.14 	28.59
35014	Taxi	12.35	$30.93 	21.3
35015	Taxi	16.49	$26.86 	28.44
35016	Taxi	11.42	$27.79 	19.7
35017	Taxi	16.21	$2.22 	27.95
35018	Taxi	21.27	$31.48 	36.68
35019	Taxi	13.41	$18.89 	23.12
35020	Taxi	22.74	$16.10 	39.22
35021	Taxi	16.72	$28.29 	28.83
35022	Taxi	21.26	$25.77 	36.67
35023	Taxi	26.02	$14.69 	44.87
35024	Taxi	0.05	$25.49 	0.09
35025	Taxi	19.77	$13.22 	34.08
35026	Taxi	20.32	$24.16 	35.03
35027	Taxi	19.57	$26.26 	33.74
35028	Taxi	20.4	$16.88 	35.18
35029	Taxi	14.93	$22.64 	25.74
35030	Taxi	8.35	$22.47 	14.4
35031	Taxi	17.39	$11.66 	29.98
35032	Taxi	22.79	$20.25 	39.29
35033	Taxi	18.81	$23.04 	32.44
35034	Taxi	17.51	$23.94 	30.19
35035	Taxi	18.39	$30.17 	31.7
35036	Taxi	15.85	$27.85 	27.32
35037	Taxi	16.86	$27.33 	29.08
35038	Taxi	17.34	$3.95 	29.9
35039	Taxi	13.54	$31.24 	23.34
35040	Taxi	7.89	$27.78 	13.61
35041	Taxi	17.61	$29.68 	30.37
35042	Taxi	27.59	$25.01 	47.58
35043	Taxi	13.19	$26.65 	22.74
35044	Taxi	18.3	$29.96 	31.56
35045	Taxi	11.71	$15.93 	20.2
35046	Taxi	19.91	$33.99 	34.33
35047	Taxi	27.46	$22.80 	47.35
35048	Taxi	22.71	$24.80 	39.16
35049	Taxi	14.9	$22.62 	25.7
35050	Taxi	15.5	$22.71 	26.72
35051	Taxi	9.6	$22.10 	16.56
35052	Taxi	21.52	$34.16 	37.11
35053	Taxi	7.44	$12.54 	12.83
35054	Taxi	16.84	$25.68 	29.03
35055	Taxi	17.87	$16.44 	30.82
35056	Taxi	16.43	$29.81 	28.34
35057	Taxi	24.79	$22.81 	42.75
35058	Taxi	18.67	$20.36 	32.2
35059	Taxi	21.21	$29.01 	36.56
35060	Taxi	12.71	$24.87 	21.91
35061	Taxi	17.27	$31.50 	29.78
35062	Taxi	18.31	$19.21 	31.58
35063	Taxi	18.29	$19.06 	31.54
35064	Taxi	16.58	$36.06 	28.6
35065	Taxi	18.57	$35.99 	32.03
35066	Taxi	22.74	$28.61 	39.22
35067	Taxi	24.63	$17.16 	42.46
35068	Taxi	25.19	$34.02 	43.44
35069	Taxi	9.01	$13.67 	15.53
35070	Taxi	15.71	$28.13 	27.08
35071	Taxi	16.74	$17.30 	28.87
35072	Taxi	19.96	$20.62 	34.41
35073	Taxi	21.59	$29.10 	37.23
35074	Taxi	20.99	$27.84 	36.2
35075	Taxi	11.58	$39.20 	19.97
35076	Taxi	14.88	$19.17 	25.66
35077	Taxi	20.05	$24.90 	34.57
35078	Taxi	20.79	$21.68 	35.85
35079	Taxi	15.99	$19.76 	27.57
35080	Taxi	5.66	$27.59 	9.76
35081	Taxi	11.69	$39.76 	20.16
35082	Taxi	19.05	$41.61 	32.85
35083	Taxi	8.93	$12.74 	15.4
35084	Taxi	25.78	$8.60 	44.45
35085	Taxi	20.45	$19.60 	35.27
35086	Taxi	15.28	$22.85 	26.35
35087	Taxi	15.39	$20.82 	26.54
35088	Taxi	3.67	$13.27 	6.32
35089	Taxi	7.67	$30.98 	13.23
35090	Taxi	8.09	$24.52 	13.95
35091	Taxi	9.61	$37.09 	16.56
35092	Taxi	26.07	$22.61 	44.95
35093	Taxi	27.1	$17.34 	46.73
35094	Taxi	1.54	$20.75 	2.67
35095	Taxi	21.28	$25.02 	36.7
35096	Taxi	17.05	$27.04 	29.4
35097	Taxi	22.81	$23.28 	39.33
35098	Taxi	21.6	$13.57 	37.24
35099	Taxi	16.53	$21.30 	28.5
35100	Taxi	21.58	$18.15 	37.21
35101	Taxi	13.5	$25.93 	23.29
35102	Taxi	25.42	$22.55 	43.83
35103	Taxi	11.45	$19.42 	19.75
35104	Taxi	21.27	$19.71 	36.67
35105	Taxi	21.54	$26.60 	37.15
35106	Taxi	11.16	$16.59 	19.24
35107	Taxi	12.22	$24.86 	21.07
35108	Taxi	24.68	$21.00 	42.56
35109	Taxi	10.59	$18.98 	18.25
35110	Taxi	14.21	$15.83 	24.5
35111	Taxi	15.9	$40.00 	27.41
35112	Taxi	19.64	$18.12 	33.87
35113	Taxi	19.81	$20.64 	34.16
35114	Taxi	23.56	$28.18 	40.62
35115	Taxi	9.24	$26.81 	15.93
35116	Taxi	9.91	$26.66 	17.08
35117	Taxi	19.7	$13.71 	33.98
35118	Taxi	14.39	$25.84 	24.82
35119	Taxi	27.5	$34.35 	47.42
35120	Taxi	21.14	$7.31 	36.45
35121	Taxi	27.08	$5.65 	46.7
35122	Taxi	6.39	$30.26 	11.03
35123	Taxi	32.02	$29.10 	55.2
35124	Taxi	30.42	$10.53 	52.45
35125	Taxi	29.15	$23.82 	50.26
35126	Taxi	15.28	$21.31 	26.35
35127	Taxi	5.89	$18.67 	10.15
35128	Taxi	21.36	$14.79 	36.84
35129	Taxi	26.33	$15.43 	45.4
35130	Taxi	14.25	$16.64 	24.57
35131	Taxi	23.21	$23.38 	40.02
35132	Taxi	21.52	$36.26 	37.11
35133	Taxi	10.95	$16.45 	18.89
35134	Taxi	19.15	$28.21 	33.02
35135	Taxi	20.25	$13.52 	34.92
35136	Taxi	13.16	$21.34 	22.69
35137	Taxi	16.86	$20.82 	29.08
35138	Taxi	2.02	$27.97 	3.48
35139	Taxi	12.76	$30.46 	22.0
35140	Taxi	9.53	$28.03 	16.43
35141	Taxi	15.21	$32.22 	26.23
35142	Taxi	14.49	$33.98 	24.98
35143	Taxi	17.46	$16.80 	30.11
35144	Taxi	15.47	$22.00 	26.68
35145	Taxi	13.72	$12.12 	23.65
35146	Taxi	15.52	$11.21 	26.77
35147	Taxi	14.84	$20.17 	25.59
35148	Taxi	19.27	$21.07 	33.23
35149	Taxi	3.77	$21.19 	6.5
35150	Taxi	23.65	$20.68 	40.78
35151	Taxi	14.13	$36.11 	24.37
35152	Taxi	5.98	$9.56 	10.31
35153	Taxi	8.74	$20.67 	15.07
35154	Taxi	7.98	$18.40 	13.76
35155	Taxi	18.85	$15.40 	32.5
35156	Taxi	11.83	$22.69 	20.41
35157	Taxi	24.43	$27.65 	42.13
35158	Taxi	17.12	$19.56 	29.52
35159	Taxi	16.37	$19.91 	28.22
35160	Taxi	6.51	$15.29 	11.24
35161	Taxi	10.0	$37.32 	17.25
35162	Taxi	12.0	$25.79 	20.7
35163	Taxi	21.34	$34.11 	36.79
35164	Taxi	20.56	$27.73 	35.45
35165	Taxi	19.51	$19.29 	33.65
35166	Taxi	8.29	$29.86 	14.29
35167	Taxi	22.49	$21.78 	38.78
35168	Taxi	19.51	$29.66 	33.63
35169	Taxi	10.0	$31.25 	17.25
35170	Taxi	16.34	$20.62 	28.17
35171	Taxi	26.03	$24.91 	44.89
35172	Taxi	12.66	$17.43 	21.83
35173	Taxi	6.54	$24.21 	11.28
35174	Taxi	10.73	$29.17 	18.51
35175	Taxi	11.06	$41.15 	19.08
35176	Taxi	24.07	$29.49 	41.51
35177	Taxi	12.89	$24.91 	22.22
35178	Taxi	15.37	$15.80 	26.5
35179	Taxi	15.42	$25.17 	26.59
35180	Taxi	18.89	$6.43 	32.58
35181	Taxi	14.74	$16.07 	25.42
35182	Taxi	22.01	$1.65 	37.96
35183	Taxi	28.21	$28.88 	48.65
35184	Taxi	20.84	$8.67 	35.93
35185	Taxi	23.21	$25.68 	40.03
35186	Taxi	18.11	$19.97 	31.23
35187	Taxi	13.33	$15.20 	22.99
35188	Taxi	13.24	$12.18 	22.83
35189	Taxi	24.41	$20.63 	42.09
35190	Taxi	13.76	$22.33 	23.73
35191	Taxi	15.85	$20.70 	27.33
35192	Taxi	23.52	$18.87 	40.55
35193	Taxi	9.33	$23.60 	16.09
35194	Taxi	16.26	$19.07 	28.03
35195	Taxi	19.42	$9.49 	33.48
35196	Taxi	20.54	$23.86 	35.42
35197	Taxi	21.84	$17.98 	37.66
35198	Taxi	16.03	$19.34 	27.64
35199	Taxi	21.29	$30.15 	36.7
35200	Taxi	17.16	$25.32 	29.59
35201	Taxi	10.59	$23.36 	18.26
35202	Taxi	20.04	$24.23 	34.55
35203	Taxi	7.96	$39.51 	13.73
35204	Taxi	26.37	$10.24 	45.47
35205	Taxi	24.33	$11.64 	41.95
35206	Taxi	21.58	$25.40 	37.21
35207	Taxi	27.12	$24.38 	46.76
35208	Taxi	28.35	$21.07 	48.87
35209	Taxi	17.18	$18.43 	29.63
35210	Taxi	17.71	$20.06 	30.53
35211	Taxi	12.51	$24.48 	21.57
35212	Taxi	19.93	$26.71 	34.37
35213	Taxi	24.67	$28.12 	42.54
35214	Taxi	26.25	$26.63 	45.27
35215	Taxi	11.09	$31.75 	19.13
35216	Taxi	20.5	$18.21 	35.36
35217	Taxi	17.31	$22.14 	29.85
35218	Taxi	8.71	$18.03 	15.02
35219	Taxi	19.14	$20.02 	33.0
35220	Taxi	27.66	$34.05 	47.69
35221	Taxi	19.95	$24.42 	34.41
35222	Taxi	18.06	$21.66 	31.14
35223	Taxi	25.67	$33.38 	44.27
35224	Taxi	18.56	$24.12 	32.01
35225	Taxi	20.67	$21.87 	35.65
35226	Taxi	26.41	$18.80 	45.54
35227	Taxi	17.22	$22.38 	29.69
35228	Taxi	20.62	$14.53 	35.55
35229	Taxi	21.34	$10.19 	36.8
35230	Taxi	15.68	$24.90 	27.04
35231	Taxi	19.14	$16.88 	33.0
35232	Taxi	27.45	$26.22 	47.33
35233	Taxi	17.72	$25.39 	30.55
35234	Taxi	11.63	$15.66 	20.06
35235	Taxi	19.13	$24.59 	32.98
35236	Taxi	21.57	$19.93 	37.19
35237	Taxi	15.18	$22.64 	26.18
35238	Taxi	23.49	$20.81 	40.5
35239	Taxi	13.88	$22.42 	23.93
35240	Taxi	18.06	$28.96 	31.14
35241	Taxi	11.16	$20.10 	19.24
35242	Taxi	14.35	$26.04 	24.75
35243	Taxi	21.96	$10.69 	37.87
35244	Taxi	14.98	$14.85 	25.82
35245	Taxi	26.91	$17.00 	46.4
35246	Taxi	13.8	$24.58 	23.79
35247	Taxi	17.65	$28.95 	30.44
35248	Taxi	17.78	$26.07 	30.67
35249	Taxi	24.92	$31.28 	42.97
35250	Taxi	25.69	$18.97 	44.29
35251	Taxi	17.77	$18.40 	30.64
35252	Taxi	12.91	$23.18 	22.26
35253	Taxi	23.48	$32.79 	40.49
35254	Taxi	9.19	$22.78 	15.85
35255	Taxi	9.53	$26.05 	16.43
35256	Taxi	11.69	$22.06 	20.15
35257	Taxi	17.81	$19.88 	30.71
35258	Taxi	24.35	$34.69 	41.99
35259	Taxi	22.61	$8.35 	38.98
35260	Taxi	7.57	$21.25 	13.05
35261	Taxi	22.77	$17.88 	39.25
35262	Taxi	16.24	$24.27 	28.01
35263	Taxi	9.28	$38.48 	16.01
35264	Taxi	23.02	$19.52 	39.7
35265	Taxi	22.77	$10.07 	39.26
35266	Taxi	16.63	$26.30 	28.68
35267	Taxi	18.42	$11.88 	31.75
35268	Taxi	13.53	$20.56 	23.34
35269	Taxi	21.36	$23.73 	36.84
35270	Taxi	21.42	$26.46 	36.94
35271	Taxi	17.89	$22.75 	30.85
35272	Taxi	10.6	$25.84 	18.29
35273	Taxi	19.29	$15.37 	33.27
35274	Taxi	7.66	$23.06 	13.2
35275	Taxi	1.23	$22.12 	2.12
35276	Taxi	21.92	$28.04 	37.8
35277	Taxi	22.22	$23.87 	38.31
35278	Taxi	11.26	$17.59 	19.41
35279	Taxi	18.77	$23.75 	32.37
35280	Taxi	20.56	$24.14 	35.46
35281	Taxi	9.55	$17.08 	16.47
35282	Taxi	18.77	$25.49 	32.36
35283	Taxi	17.36	$19.04 	29.93
35284	Taxi	16.2	$13.79 	27.93
35285	Taxi	11.74	$34.56 	20.24
35286	Taxi	21.05	$24.50 	36.3
35287	Taxi	18.12	$15.56 	31.25
35288	Taxi	17.56	$27.97 	30.28
35289	Taxi	12.03	$21.68 	20.74
35290	Taxi	16.03	$24.93 	27.65
35291	Taxi	14.15	$12.66 	24.4
35292	Taxi	3.59	$19.74 	6.19
35293	Taxi	25.99	$32.95 	44.81
35294	Taxi	25.35	$30.40 	43.72
35295	Taxi	16.68	$17.23 	28.76
35296	Taxi	14.71	$21.70 	25.36
35297	Taxi	20.26	$27.81 	34.94
35298	Taxi	22.23	$33.03 	38.33
35299	Taxi	10.99	$17.14 	18.94
35300	Taxi	14.88	$9.38 	25.66
35301	Taxi	16.34	$35.42 	28.17
35302	Taxi	26.06	$15.63 	44.94
35303	Taxi	16.33	$24.76 	28.16
35304	Taxi	15.2	$26.39 	26.21
35305	Taxi	23.17	$12.45 	39.95
35306	Taxi	21.56	$22.55 	37.18
35307	Taxi	30.28	$16.52 	52.21
35308	Taxi	21.68	$23.12 	37.38
35309	Taxi	24.94	$25.77 	43.01
35310	Taxi	14.8	$17.60 	25.53
35311	Taxi	22.91	$32.51 	39.5
35312	Taxi	15.97	$16.03 	27.53
35313	Taxi	12.44	$30.78 	21.45
35314	Taxi	16.38	$16.02 	28.24
35315	Taxi	8.38	$23.29 	14.45
35316	Taxi	13.41	$22.05 	23.12
35317	Taxi	14.29	$27.05 	24.65
35318	Taxi	19.72	$17.79 	34.01
35319	Taxi	13.51	$33.37 	23.3
35320	Taxi	15.03	$39.59 	25.91
35321	Taxi	20.47	$20.95 	35.29
35322	Taxi	12.93	$13.46 	22.3
35323	Taxi	16.39	$33.92 	28.26
35324	Taxi	4.51	$36.91 	7.77
35325	Taxi	16.48	$26.94 	28.41
35326	Taxi	18.91	$15.82 	32.6
35327	Taxi	18.74	$13.93 	32.31
35328	Taxi	22.2	$23.77 	38.27
35329	Taxi	10.28	$32.07 	17.72
35330	Taxi	16.3	$30.58 	28.11
35331	Taxi	17.01	$28.01 	29.32
35332	Taxi	11.24	$19.43 	19.38
35333	Taxi	18.08	$22.44 	31.18
35334	Taxi	20.91	$17.21 	36.06
35335	Taxi	20.36	$20.37 	35.12
35336	Taxi	18.26	$10.74 	31.49
35337	Taxi	16.52	$24.54 	28.48
35338	Taxi	19.07	$26.35 	32.89
35339	Taxi	20.25	$20.97 	34.92
35340	Taxi	13.83	$24.57 	23.85
35341	Taxi	13.23	$24.05 	22.82
35342	Taxi	2.86	$20.47 	4.94
35343	Taxi	20.3	$25.52 	35.01
35344	Taxi	23.34	$24.33 	40.24
35345	Taxi	6.65	$16.94 	11.46
35346	Taxi	19.57	$25.34 	33.75
35347	Taxi	29.78	$26.66 	51.35
35348	Taxi	5.92	$18.36 	10.22
35349	Taxi	11.89	$37.45 	20.51
35350	Taxi	23.87	$24.17 	41.16
35351	Taxi	16.67	$25.72 	28.75
35352	Taxi	22.03	$26.71 	37.98
35353	Taxi	12.66	$28.86 	21.83
35354	Taxi	28.15	$24.29 	48.53
35355	Taxi	19.04	$29.71 	32.83
35356	Taxi	18.09	$22.70 	31.19
35357	Taxi	18.44	$26.10 	31.79
35358	Taxi	24.28	$21.40 	41.86
35359	Taxi	14.97	$16.37 	25.81
35360	Taxi	21.29	$14.39 	36.71
35361	Taxi	24.02	$28.30 	41.41
35362	Taxi	22.2	$14.25 	38.28
35363	Taxi	36.59	$21.71 	63.08
35364	Taxi	6.22	$30.09 	10.73
35365	Taxi	15.66	$20.60 	27.0
35366	Taxi	16.06	$36.82 	27.7
35367	Taxi	21.37	$36.16 	36.85
35368	Taxi	12.08	$27.45 	20.83
35369	Taxi	15.65	$9.34 	26.99
35370	Taxi	8.69	$26.45 	14.99
35371	Taxi	16.65	$21.06 	28.71
35372	Taxi	17.73	$30.04 	30.57
35373	Taxi	25.44	$21.90 	43.87
35374	Taxi	21.04	$37.85 	36.28
35375	Taxi	13.8	$19.78 	23.79
35376	Taxi	10.5	$26.62 	18.11
35377	Taxi	14.18	$12.45 	24.44
35378	Taxi	23.99	$18.82 	41.36
35379	Taxi	9.16	$23.29 	15.8
35380	Taxi	19.65	$28.78 	33.88
35381	Taxi	23.45	$15.67 	40.43
35382	Taxi	21.85	$20.19 	37.67
35383	Taxi	19.66	$10.41 	33.9
35384	Taxi	23.06	$15.97 	39.76
35385	Taxi	20.61	$19.45 	35.55
35386	Taxi	14.03	$18.19 	24.19
35387	Taxi	24.13	$18.09 	41.6
35388	Taxi	9.74	$19.47 	16.79
35389	Taxi	5.15	$23.18 	8.89
35390	Taxi	19.99	$20.61 	34.47
35391	Taxi	13.99	$13.76 	24.12
35392	Taxi	21.59	$22.17 	37.22
35393	Taxi	9.23	$30.60 	15.92
35394	Taxi	8.7	$21.29 	15.01
35395	Taxi	17.0	$27.98 	29.31
35396	Taxi	19.44	$31.26 	33.53
35397	Taxi	23.67	$20.55 	40.82
35398	Taxi	15.6	$13.69 	26.91
35399	Taxi	18.95	$19.12 	32.67
35400	Taxi	18.94	$22.75 	32.67
35401	Taxi	22.23	$14.58 	38.33
35402	Taxi	14.65	$18.39 	25.26
35403	Taxi	14.43	$20.55 	24.88
35404	Taxi	9.5	$17.18 	16.38
35405	Taxi	23.7	$20.54 	40.87
35406	Taxi	20.48	$10.43 	35.32
35407	Taxi	12.05	$18.93 	20.78
35408	Taxi	8.43	$20.31 	14.54
35409	Taxi	16.32	$19.91 	28.14
35410	Taxi	23.5	$10.47 	40.53
35411	Taxi	16.87	$25.58 	29.09
35412	Taxi	8.7	$26.84 	15.01
35413	Taxi	16.86	$27.23 	29.08
35414	Taxi	15.1	$29.87 	26.04
35415	Taxi	19.28	$19.99 	33.25
35416	Taxi	18.39	$21.27 	31.71
35417	Taxi	6.33	$27.29 	10.91
35418	Taxi	21.82	$15.49 	37.63
35419	Taxi	15.92	$36.81 	27.45
35420	Taxi	15.75	$27.43 	27.15
35421	Taxi	21.47	$27.38 	37.02
35422	Taxi	7.18	$18.72 	12.38
35423	Taxi	24.39	$30.54 	42.06
35424	Taxi	10.5	$26.89 	18.1
35425	Taxi	16.37	$18.44 	28.23
35426	Taxi	14.48	$26.55 	24.97
35427	Taxi	11.68	$28.82 	20.14
35428	Taxi	19.59	$33.37 	33.77
35429	Taxi	5.8	$35.58 	10.01
35430	Taxi	13.62	$19.70 	23.49
35431	Taxi	15.7	$28.30 	27.07
35432	Taxi	20.35	$15.48 	35.1
35433	Taxi	17.84	$14.99 	30.76
35434	Taxi	11.05	$19.64 	19.05
35435	Taxi	16.0	$21.43 	27.59
35436	Taxi	8.89	$29.12 	15.34
35437	Taxi	9.51	$21.39 	16.41
35438	Taxi	16.82	$28.05 	29.01
35439	Taxi	13.79	$34.40 	23.79
35440	Taxi	7.77	$15.17 	13.4
35441	Taxi	19.87	$24.08 	34.26
35442	Taxi	18.05	$24.07 	31.12
35443	Taxi	21.58	$25.99 	37.2
35444	Taxi	20.0	$30.38 	34.49
35445	Taxi	31.6	$28.04 	54.48
35446	Taxi	7.17	$27.76 	12.37
35447	Taxi	23.81	$18.24 	41.05
35448	Taxi	5.35	$21.04 	9.23
35449	Taxi	3.06	$28.39 	5.28
35450	Taxi	10.39	$26.82 	17.91
35451	Taxi	21.62	$11.67 	37.28
35452	Taxi	21.6	$13.64 	37.24
35453	Taxi	16.16	$25.88 	27.87
35454	Taxi	23.32	$29.95 	40.2
35455	Taxi	9.63	$34.80 	16.61
35456	Taxi	17.76	$28.04 	30.62
35457	Taxi	25.55	$33.33 	44.05
35458	Taxi	18.75	$23.54 	32.32
35459	Taxi	19.69	$31.33 	33.95
35460	Taxi	17.78	$16.62 	30.67
35461	Taxi	25.21	$12.85 	43.47
35462	Taxi	10.98	$21.06 	18.94
35463	Taxi	22.56	$30.97 	38.91
35464	Taxi	18.9	$24.53 	32.59
35465	Taxi	23.49	$12.57 	40.51
35466	Taxi	18.96	$10.13 	32.7
35467	Taxi	17.18	$21.75 	29.62
35468	Taxi	20.69	$24.01 	35.68
35469	Taxi	30.12	$16.43 	51.94
35470	Taxi	20.68	$22.88 	35.66
35471	Taxi	9.43	$20.87 	16.26
35472	Taxi	13.25	$20.70 	22.84
35473	Taxi	16.24	$24.16 	28.0
35474	Taxi	17.74	$12.23 	30.59
35475	Taxi	24.9	$24.00 	42.93
35476	Taxi	19.76	$16.02 	34.07
35477	Taxi	18.63	$23.68 	32.13
35478	Taxi	22.53	$20.13 	38.85
35479	Taxi	9.86	$13.79 	17.01
35480	Taxi	11.42	$12.15 	19.69
35481	Taxi	11.8	$16.13 	20.34
35482	Taxi	8.63	$17.15 	14.88
35483	Taxi	18.61	$30.14 	32.09
35484	Taxi	18.16	$20.10 	31.31
35485	Taxi	16.55	$16.32 	28.53
35486	Taxi	19.55	$32.21 	33.7
35487	Taxi	9.69	$26.19 	16.71
35488	Taxi	8.0	$27.38 	13.8
35489	Taxi	29.85	$21.81 	51.47
35490	Taxi	20.42	$43.56 	35.2
35491	Taxi	11.06	$23.36 	19.07
35492	Taxi	17.24	$26.28 	29.73
35493	Taxi	12.56	$20.19 	21.66
35494	Taxi	24.59	$26.70 	42.41
35495	Taxi	19.73	$26.91 	34.02
35496	Taxi	32.23	$30.38 	55.57
35497	Taxi	18.74	$28.53 	32.32
35498	Taxi	14.95	$23.92 	25.79
35499	Taxi	16.97	$26.12 	29.25
35500	Taxi	13.82	$30.72 	23.83
35501	Taxi	9.78	$23.46 	16.87
35502	Taxi	15.46	$26.42 	26.66
35503	Taxi	22.01	$18.00 	37.95
35504	Taxi	22.68	$21.32 	39.11
35505	Taxi	11.43	$16.61 	19.71
35506	Taxi	21.03	$28.15 	36.26
35507	Taxi	21.87	$30.62 	37.72
35508	Taxi	13.36	$14.19 	23.05
35509	Taxi	21.63	$11.96 	37.29
35510	Taxi	24.05	$25.76 	41.47
35511	Taxi	23.09	$8.65 	39.82
35512	Taxi	29.48	$11.91 	50.83
35513	Taxi	20.12	$12.83 	34.69
35514	Taxi	27.95	$14.62 	48.19
35515	Taxi	19.45	$15.47 	33.54
35516	Taxi	26.33	$16.96 	45.4
35517	Taxi	3.91	$14.99 	6.74
35518	Taxi	10.12	$22.24 	17.46
35519	Taxi	17.46	$31.09 	30.11
35520	Taxi	13.66	$29.89 	23.56
35521	Taxi	11.73	$22.37 	20.23
35522	Taxi	14.87	$12.89 	25.63
35523	Taxi	19.3	$17.53 	33.29
35524	Taxi	26.07	$23.84 	44.95
35525	Taxi	7.12	$19.98 	12.29
35526	Taxi	12.56	$17.10 	21.66
35527	Taxi	14.13	$15.57 	24.37
35528	Taxi	15.43	$26.24 	26.61
35529	Taxi	16.65	$24.26 	28.72
35530	Taxi	6.57	$27.27 	11.33
35531	Taxi	18.83	$29.05 	32.47
35532	Taxi	15.31	$17.93 	26.4
35533	Taxi	17.15	$21.52 	29.58
35534	Taxi	12.79	$17.12 	22.05
35535	Taxi	14.87	$25.89 	25.63
35536	Taxi	10.52	$29.52 	18.14
35537	Taxi	29.55	$32.02 	50.95
35538	Taxi	17.32	$20.00 	29.86
35539	Taxi	17.73	$17.44 	30.58
35540	Taxi	22.92	$19.62 	39.53
35541	Taxi	19.74	$4.30 	34.05
35542	Taxi	10.64	$28.67 	18.35
35543	Taxi	19.17	$28.88 	33.05
35544	Taxi	26.43	$25.27 	45.58
35545	Taxi	14.2	$32.04 	24.48
35546	Taxi	4.47	$34.72 	7.71
35547	Taxi	20.0	$17.91 	34.48
35548	Taxi	19.66	$24.35 	33.9
35549	Taxi	20.42	$20.97 	35.21
35550	Taxi	18.88	$10.40 	32.55
35551	Taxi	28.51	$21.24 	49.16
35552	Taxi	19.72	$26.67 	34.0
35553	Taxi	21.36	$19.75 	36.83
35554	Taxi	12.48	$25.09 	21.51
35555	Taxi	19.64	$26.26 	33.86
35556	Taxi	20.76	$27.80 	35.79
35557	Taxi	24.93	$25.24 	42.99
35558	Taxi	26.05	$20.50 	44.91
35559	Taxi	20.44	$30.22 	35.25
35560	Taxi	20.78	$29.31 	35.83
35561	Taxi	14.0	$20.92 	24.13
35562	Taxi	5.51	$37.02 	9.5
35563	Taxi	9.07	$35.45 	15.64
35564	Taxi	9.56	$16.33 	16.48
35565	Taxi	22.34	$13.62 	38.52
35566	Taxi	20.47	$30.52 	35.29
35567	Taxi	16.7	$19.86 	28.79
35568	Taxi	22.52	$24.85 	38.83
35569	Taxi	20.98	$20.45 	36.17
35570	Taxi	18.4	$25.37 	31.72
35571	Taxi	13.03	$40.38 	22.46
35572	Taxi	12.27	$25.92 	21.16
35573	Taxi	10.26	$30.07 	17.69
35574	Taxi	14.54	$19.39 	25.07
35575	Taxi	23.58	$30.91 	40.65
35576	Taxi	17.35	$26.72 	29.92
35577	Taxi	30.75	$13.04 	53.02
35578	Taxi	11.68	$19.31 	20.14
35579	Taxi	21.3	$30.98 	36.73
35580	Taxi	19.6	$16.66 	33.8
35581	Taxi	23.63	$34.32 	40.74
35582	Taxi	17.51	$19.87 	30.2
35583	Taxi	17.1	$16.88 	29.48
35584	Taxi	17.14	$16.54 	29.55
35585	Taxi	11.07	$32.10 	19.09
35586	Taxi	12.11	$20.01 	20.88
35587	Taxi	18.85	$16.96 	32.51
35588	Taxi	19.64	$20.39 	33.86
35589	Taxi	16.33	$23.28 	28.17
35590	Taxi	15.45	$20.99 	26.64
35591	Taxi	17.31	$23.57 	29.85
35592	Taxi	13.03	$24.70 	22.46
35593	Taxi	30.94	$17.17 	53.35
35594	Taxi	20.42	$13.14 	35.2
35595	Taxi	11.88	$34.57 	20.49
35596	Taxi	9.56	$22.13 	16.48
35597	Taxi	26.98	$23.50 	46.51
35598	Taxi	22.69	$24.22 	39.12
35599	Taxi	16.33	$16.21 	28.16
