	Vendor	Trip Distance (in Miles)	Trip Cost	Trip Time (in Minutes)
36450	Lyft	2.91	$31.02 	5.03
36451	Lyft	6.08	$50.43 	10.48
36452	Lyft	5.35	$21.23 	9.23
36453	Lyft	5.66	$43.87 	9.77
36454	Lyft	7.9	$46.04 	13.63
36455	Lyft	5.31	$48.26 	9.16
36456	Lyft	11.71	$34.37 	20.2
36457	Lyft	7.84	$32.71 	13.53
36458	Lyft	6.47	$28.27 	11.16
36459	Lyft	5.45	$32.72 	9.4
36460	Lyft	11.61	$41.41 	20.02
36461	Lyft	4.74	$34.30 	8.18
36462	Lyft	5.17	$28.46 	8.92
36463	Lyft	12.77	$34.23 	22.02
36464	Lyft	4.3	$27.69 	7.41
36465	Lyft	5.58	$28.18 	9.62
36466	Lyft	4.42	$40.65 	7.63
36467	Lyft	2.0	$54.35 	3.45
36468	Lyft	6.41	$41.44 	11.05
36469	Lyft	9.34	$42.07 	16.11
36470	Lyft	6.44	$42.46 	11.1
36471	Lyft	8.91	$44.50 	15.37
36472	Lyft	9.0	$25.20 	15.53
36473	Lyft	4.04	$40.90 	6.98
36474	Lyft	7.76	$23.34 	13.38
36475	Lyft	6.51	$44.27 	11.23
36476	Lyft	6.03	$39.12 	10.39
36477	Lyft	3.88	$33.84 	6.69
36478	Lyft	13.08	$42.63 	22.56
36479	Lyft	10.51	$33.69 	18.13
36480	Lyft	11.96	$35.87 	20.63
36481	Lyft	4.83	$30.84 	8.33
36482	Lyft	4.91	$47.04 	8.46
36483	Lyft	5.46	$40.44 	9.41
36484	Lyft	8.64	$16.00 	14.9
36485	Lyft	6.64	$41.00 	11.45
36486	Lyft	6.92	$34.51 	11.93
36487	Lyft	4.42	$25.74 	7.62
36488	Lyft	5.83	$40.48 	10.06
36489	Lyft	5.5	$34.25 	9.48
36490	Lyft	8.16	$32.57 	14.07
36491	Lyft	7.41	$44.63 	12.77
36492	Lyft	8.95	$50.18 	15.44
36493	Lyft	5.23	$46.23 	9.02
36494	Lyft	8.52	$36.39 	14.69
36495	Lyft	4.64	$50.42 	8.01
36496	Lyft	8.27	$31.87 	14.26
36497	Lyft	6.94	$27.55 	11.97
36498	Lyft	11.36	$47.94 	19.6
36499	Lyft	14.28	$40.70 	24.63
36500	Lyft	6.15	$62.74 	10.62
36501	Lyft	9.65	$41.01 	16.64
36502	Lyft	4.2	$37.16 	7.24
36503	Lyft	3.89	$32.63 	6.72
36504	Lyft	8.92	$39.03 	15.39
36505	Lyft	8.48	$29.90 	14.63
36506	Lyft	3.82	$44.88 	6.6
36507	Lyft	3.33	$38.78 	5.75
36508	Lyft	6.82	$55.92 	11.77
36509	Lyft	4.28	$29.86 	7.38
36510	Lyft	2.95	$21.91 	5.09
36511	Lyft	9.15	$42.51 	15.77
36512	Lyft	6.98	$42.43 	12.04
36513	Lyft	7.85	$31.34 	13.54
36514	Lyft	9.74	$37.77 	16.8
36515	Lyft	2.23	$35.01 	3.84
36516	Lyft	3.97	$19.49 	6.86
36517	Lyft	3.51	$39.57 	6.06
36518	Lyft	6.55	$40.83 	11.3
36519	Lyft	7.92	$34.01 	13.67
36520	Lyft	9.21	$41.39 	15.89
36521	Lyft	8.07	$36.26 	13.91
36522	Lyft	3.67	$48.97 	6.33
36523	Lyft	7.07	$39.62 	12.2
36524	Lyft	6.77	$49.73 	11.68
36525	Lyft	7.49	$50.77 	12.91
36526	Lyft	6.89	$40.79 	11.89
36527	Lyft	4.37	$30.33 	7.55
36528	Lyft	9.6	$46.96 	16.55
36529	Lyft	7.48	$49.85 	12.9
36530	Lyft	0.17	$47.72 	0.29
36531	Lyft	7.62	$35.19 	13.15
36532	Lyft	7.79	$30.94 	13.43
36533	Lyft	12.83	$34.32 	22.13
36534	Lyft	0.1	$42.02 	0.18
36535	Lyft	6.0	$37.75 	10.35
36536	Lyft	2.76	$37.06 	4.76
36537	Lyft	3.44	$28.30 	5.93
36538	Lyft	1.87	$45.95 	3.22
36539	Lyft	8.55	$42.70 	14.75
36540	Lyft	9.09	$34.89 	15.67
36541	Lyft	12.29	$54.96 	21.19
36542	Lyft	6.4	$33.09 	11.04
36543	Lyft	6.48	$35.62 	11.18
36544	Lyft	9.95	$51.85 	17.16
36545	Lyft	2.68	$46.94 	4.62
36546	Lyft	8.18	$29.65 	14.1
36547	Lyft	4.84	$29.54 	8.35
36548	Lyft	3.88	$47.77 	6.7
36549	Lyft	8.46	$37.61 	14.59
36550	Lyft	7.06	$29.49 	12.18
36551	Lyft	4.43	$37.33 	7.64
36552	Lyft	1.18	$27.51 	2.04
36553	Lyft	7.14	$57.63 	12.32
36554	Lyft	7.19	$18.55 	12.4
36555	Lyft	8.77	$49.53 	15.13
36556	Lyft	8.12	$43.56 	14.0
36557	Lyft	4.44	$40.44 	7.66
36558	Lyft	6.88	$35.89 	11.87
36559	Lyft	5.72	$61.17 	9.86
36560	Lyft	7.39	$29.37 	12.75
36561	Lyft	6.85	$22.16 	11.82
36562	Lyft	2.08	$48.32 	3.59
36563	Lyft	10.83	$46.75 	18.67
36564	Lyft	14.14	$54.55 	24.38
36565	Lyft	3.15	$31.19 	5.44
36566	Lyft	13.2	$38.52 	22.77
36567	Lyft	6.45	$36.02 	11.12
36568	Lyft	12.92	$54.67 	22.27
36569	Lyft	3.17	$41.68 	5.46
36570	Lyft	6.61	$50.00 	11.41
36571	Lyft	6.6	$59.78 	11.39
36572	Lyft	10.17	$13.52 	17.53
36573	Lyft	10.32	$42.20 	17.8
36574	Lyft	7.86	$53.18 	13.55
36575	Lyft	2.73	$23.97 	4.72
36576	Lyft	6.03	$29.48 	10.41
36577	Lyft	14.51	$20.20 	25.02
36578	Lyft	9.46	$31.35 	16.32
36579	Lyft	12.08	$41.37 	20.83
36580	Lyft	7.73	$46.40 	13.34
36581	Lyft	6.2	$34.51 	10.68
36582	Lyft	6.25	$41.33 	10.78
36583	Lyft	6.3	$18.60 	10.87
36584	Lyft	2.32	$38.13 	4.01
36585	Lyft	6.32	$44.22 	10.9
36586	Lyft	2.25	$33.58 	3.88
36587	Lyft	6.21	$55.26 	10.72
36588	Lyft	4.73	$47.87 	8.17
36589	Lyft	1.07	$57.57 	1.85
36590	Lyft	10.39	$47.83 	17.91
36591	Lyft	4.19	$40.74 	7.23
36592	Lyft	7.28	$25.37 	12.55
36593	Lyft	6.34	$48.90 	10.94
36594	Lyft	4.09	$29.10 	7.06
36595	Lyft	5.87	$31.48 	10.12
36596	Lyft	5.07	$62.47 	8.75
36597	Lyft	2.51	$47.95 	4.33
36598	Lyft	5.85	$32.80 	10.1
36599	Lyft	5.22	$37.02 	9.01
36600	Lyft	8.42	$27.20 	14.52
36601	Lyft	9.61	$31.25 	16.57
36602	Lyft	0.14	$41.85 	0.25
36603	Lyft	8.42	$35.25 	14.52
36604	Lyft	6.54	$44.02 	11.28
36605	Lyft	4.43	$41.63 	7.64
36606	Lyft	6.79	$31.61 	11.71
36607	Lyft	7.24	$39.54 	12.49
36608	Lyft	3.61	$27.65 	6.23
36609	Lyft	0.92	$56.61 	1.58
36610	Lyft	7.98	$38.57 	13.77
36611	Lyft	9.12	$39.42 	15.74
36612	Lyft	9.2	$55.99 	15.86
36613	Lyft	3.29	$50.33 	5.67
36614	Lyft	10.7	$39.99 	18.45
36615	Lyft	5.07	$48.54 	8.74
36616	Lyft	9.62	$35.18 	16.59
36617	Lyft	6.79	$47.43 	11.71
36618	Lyft	13.62	$37.69 	23.49
36619	Lyft	7.35	$44.18 	12.67
36620	Lyft	14.95	$28.29 	25.78
36621	Lyft	8.82	$41.79 	15.21
36622	Lyft	10.69	$43.13 	18.44
36623	Lyft	7.95	$35.21 	13.71
36624	Lyft	9.71	$50.34 	16.74
36625	Lyft	7.92	$34.01 	13.66
36626	Lyft	10.1	$23.91 	17.42
36627	Lyft	4.39	$42.84 	7.57
36628	Lyft	0.0	$26.26 	0.0
36629	Lyft	3.37	$29.61 	5.82
36630	Lyft	9.38	$32.53 	16.18
36631	Lyft	3.59	$37.37 	6.2
36632	Lyft	9.67	$33.04 	16.68
36633	Lyft	14.16	$38.82 	24.41
36634	Lyft	7.78	$34.91 	13.42
36635	Lyft	9.4	$44.00 	16.21
36636	Lyft	5.34	$53.28 	9.21
36637	Lyft	2.87	$35.28 	4.95
36638	Lyft	8.15	$36.63 	14.06
36639	Lyft	7.76	$28.87 	13.39
36640	Lyft	7.52	$19.85 	12.98
36641	Lyft	2.61	$42.50 	4.51
36642	Lyft	11.33	$31.78 	19.54
36643	Lyft	4.57	$48.96 	7.88
36644	Lyft	5.32	$49.84 	9.17
36645	Lyft	6.79	$37.79 	11.71
36646	Lyft	6.5	$53.73 	11.21
36647	Lyft	5.34	$31.44 	9.2
36648	Lyft	7.06	$40.72 	12.18
36649	Lyft	5.0	$20.10 	8.63
36650	Lyft	10.3	$52.78 	17.75
36651	Lyft	2.7	$39.63 	4.66
36652	Lyft	5.52	$16.64 	9.53
36653	Lyft	6.0	$37.17 	10.35
36654	Lyft	7.7	$43.07 	13.27
36655	Lyft	10.83	$43.42 	18.67
36656	Lyft	9.41	$31.96 	16.23
36657	Lyft	7.66	$26.44 	13.21
36658	Lyft	10.04	$35.27 	17.32
36659	Lyft	3.66	$30.67 	6.32
36660	Lyft	0.44	$33.81 	0.77
36661	Lyft	12.84	$48.25 	22.14
36662	Lyft	4.48	$28.64 	7.73
36663	Lyft	7.65	$41.19 	13.19
36664	Lyft	3.31	$40.99 	5.72
36665	Lyft	5.41	$49.50 	9.32
36666	Lyft	8.33	$34.79 	14.36
36667	Lyft	13.64	$43.79 	23.52
36668	Lyft	7.7	$34.96 	13.28
36669	Lyft	11.75	$24.91 	20.27
36670	Lyft	9.13	$49.87 	15.74
36671	Lyft	6.97	$47.02 	12.02
36672	Lyft	7.59	$32.30 	13.09
36673	Lyft	5.47	$68.97 	9.43
36674	Lyft	8.12	$30.63 	14.0
36675	Lyft	9.46	$42.67 	16.31
36676	Lyft	11.6	$50.43 	20.01
36677	Lyft	8.94	$49.47 	15.42
36678	Lyft	7.8	$44.04 	13.45
36679	Lyft	9.36	$47.80 	16.14
36680	Lyft	8.98	$52.29 	15.48
36681	Lyft	0.43	$35.71 	0.75
36682	Lyft	11.58	$29.36 	19.96
36683	Lyft	3.5	$34.43 	6.04
36684	Lyft	8.72	$46.66 	15.05
36685	Lyft	8.11	$38.75 	13.99
36686	Lyft	10.98	$45.78 	18.93
36687	Lyft	15.52	$33.40 	26.77
36688	Lyft	5.68	$11.41 	9.79
36689	Lyft	5.18	$49.65 	8.93
36690	Lyft	5.45	$36.94 	9.41
36691	Lyft	5.63	$34.47 	9.7
36692	Lyft	1.9	$44.20 	3.28
36693	Lyft	7.44	$39.13 	12.82
36694	Lyft	3.93	$55.47 	6.78
36695	Lyft	7.14	$30.89 	12.32
36696	Lyft	10.34	$40.71 	17.83
36697	Lyft	11.07	$30.21 	19.09
36698	Lyft	11.6	$42.23 	20.01
36699	Lyft	11.08	$38.14 	19.1
36700	Lyft	8.64	$36.48 	14.91
36701	Lyft	9.64	$26.34 	16.63
36702	Lyft	7.38	$33.79 	12.73
36703	Lyft	6.33	$33.38 	10.92
36704	Lyft	10.5	$38.20 	18.1
36705	Lyft	5.2	$66.29 	8.97
36706	Lyft	4.48	$26.50 	7.72
36707	Lyft	9.28	$31.50 	16.0
36708	Lyft	7.72	$41.28 	13.31
36709	Lyft	2.62	$32.05 	4.52
36710	Lyft	7.7	$26.35 	13.28
36711	Lyft	9.07	$46.61 	15.64
36712	Lyft	6.11	$25.68 	10.53
36713	Lyft	2.27	$38.37 	3.92
36714	Lyft	5.2	$38.11 	8.97
36715	Lyft	9.29	$45.42 	16.02
36716	Lyft	5.88	$38.15 	10.14
36717	Lyft	6.23	$35.99 	10.75
36718	Lyft	5.68	$48.89 	9.79
36719	Lyft	6.52	$41.49 	11.24
36720	Lyft	4.57	$37.15 	7.88
36721	Lyft	8.43	$48.18 	14.54
36722	Lyft	6.86	$25.36 	11.83
36723	Lyft	7.91	$37.64 	13.64
36724	Lyft	7.62	$38.93 	13.14
36725	Lyft	4.49	$58.28 	7.75
36726	Lyft	2.76	$18.84 	4.76
36727	Lyft	9.24	$33.39 	15.93
36728	Lyft	5.34	$45.62 	9.21
36729	Lyft	9.04	$40.10 	15.59
36730	Lyft	1.14	$43.90 	1.98
36731	Lyft	4.53	$25.78 	7.81
36732	Lyft	8.91	$45.82 	15.37
36733	Lyft	5.94	$34.94 	10.25
36734	Lyft	2.53	$47.97 	4.36
36735	Lyft	2.37	$24.95 	4.09
36736	Lyft	9.97	$33.07 	17.2
36737	Lyft	8.94	$50.83 	15.42
36738	Lyft	6.12	$48.51 	10.56
36739	Lyft	3.11	$41.47 	5.36
36740	Lyft	11.54	$42.92 	19.91
36741	Lyft	5.86	$26.96 	10.11
36742	Lyft	12.39	$48.14 	21.37
36743	Lyft	2.01	$14.57 	3.46
36744	Lyft	8.26	$28.14 	14.24
36745	Lyft	8.18	$40.01 	14.1
36746	Lyft	5.16	$45.74 	8.9
36747	Lyft	7.17	$48.28 	12.37
36748	Lyft	14.48	$55.43 	24.97
36749	Lyft	4.1	$27.71 	7.08
36750	Lyft	8.39	$42.20 	14.47
36751	Lyft	2.69	$31.38 	4.64
36752	Lyft	5.76	$52.22 	9.93
36753	Lyft	8.78	$33.27 	15.14
36754	Lyft	5.08	$29.71 	8.76
36755	Lyft	6.08	$46.63 	10.49
36756	Lyft	4.46	$49.43 	7.69
36757	Lyft	4.55	$34.57 	7.84
36758	Lyft	3.72	$49.51 	6.42
36759	Lyft	9.24	$63.91 	15.93
36760	Lyft	10.91	$38.92 	18.81
36761	Lyft	2.69	$35.98 	4.65
36762	Lyft	2.2	$49.58 	3.8
36763	Lyft	4.84	$24.67 	8.34
36764	Lyft	10.32	$33.52 	17.8
36765	Lyft	11.33	$40.01 	19.54
36766	Lyft	9.21	$44.28 	15.88
36767	Lyft	9.02	$33.94 	15.56
36768	Lyft	8.5	$26.01 	14.67
36769	Lyft	2.14	$40.95 	3.69
36770	Lyft	8.33	$43.45 	14.36
36771	Lyft	11.94	$55.04 	20.58
36772	Lyft	9.52	$41.97 	16.42
36773	Lyft	7.67	$32.65 	13.22
36774	Lyft	10.95	$43.51 	18.89
36775	Lyft	8.31	$44.03 	14.33
36776	Lyft	7.89	$44.14 	13.6
36777	Lyft	4.37	$54.39 	7.54
36778	Lyft	6.75	$52.72 	11.65
36779	Lyft	8.21	$60.74 	14.15
36780	Lyft	8.51	$31.06 	14.68
36781	Lyft	7.65	$38.43 	13.2
36782	Lyft	4.16	$49.68 	7.17
36783	Lyft	4.98	$44.46 	8.59
36784	Lyft	7.42	$41.67 	12.8
36785	Lyft	9.09	$44.99 	15.67
36786	Lyft	5.02	$55.74 	8.65
36787	Lyft	5.19	$24.26 	8.95
36788	Lyft	7.38	$41.83 	12.73
36789	Lyft	4.68	$43.84 	8.07
36790	Lyft	13.34	$41.35 	23.0
36791	Lyft	6.54	$61.17 	11.28
36792	Lyft	8.29	$50.86 	14.31
36793	Lyft	8.21	$39.08 	14.15
36794	Lyft	3.01	$42.84 	5.2
36795	Lyft	8.38	$45.79 	14.46
36796	Lyft	6.38	$33.87 	11.0
36797	Lyft	6.44	$42.29 	11.11
36798	Lyft	6.63	$50.36 	11.44
36799	Lyft	9.47	$42.51 	16.32
36800	Lyft	10.04	$42.83 	17.31
36801	Lyft	12.27	$61.26 	21.16
36802	Lyft	4.77	$33.96 	8.23
36803	Lyft	13.73	$33.90 	23.68
36804	Lyft	7.9	$27.47 	13.63
36805	Lyft	4.46	$31.54 	7.7
36806	Lyft	2.8	$35.22 	4.84
36807	Lyft	8.35	$45.14 	14.4
36808	Lyft	4.15	$41.72 	7.15
36809	Lyft	7.38	$44.87 	12.73
36810	Lyft	7.07	$45.94 	12.2
36811	Lyft	4.15	$54.00 	7.15
36812	Lyft	8.9	$34.48 	15.35
36813	Lyft	8.82	$33.22 	15.21
36814	Lyft	14.15	$51.32 	24.4
36815	Lyft	8.98	$28.52 	15.49
36816	Lyft	3.33	$44.17 	5.75
36817	Lyft	10.76	$41.27 	18.55
36818	Lyft	4.04	$20.45 	6.97
36819	Lyft	11.04	$47.54 	19.04
36820	Lyft	8.83	$36.88 	15.23
36821	Lyft	6.72	$45.68 	11.59
36822	Lyft	7.44	$34.56 	12.83
36823	Lyft	7.08	$39.08 	12.22
36824	Lyft	5.96	$35.00 	10.28
36825	Lyft	9.67	$50.38 	16.67
36826	Lyft	7.75	$32.67 	13.36
36827	Lyft	8.8	$31.26 	15.17
36828	Lyft	10.22	$45.33 	17.62
36829	Lyft	9.63	$42.80 	16.61
36830	Lyft	5.91	$33.47 	10.19
36831	Lyft	6.21	$31.73 	10.72
36832	Lyft	7.44	$30.22 	12.84
36833	Lyft	5.98	$18.55 	10.31
36834	Lyft	7.71	$48.23 	13.29
36835	Lyft	5.85	$45.16 	10.08
36836	Lyft	10.79	$54.26 	18.61
36837	Lyft	3.52	$27.99 	6.08
36838	Lyft	0.52	$52.25 	0.9
36839	Lyft	4.46	$37.76 	7.7
36840	Lyft	0.18	$20.02 	0.32
36841	Lyft	9.56	$42.63 	16.48
36842	Lyft	7.57	$36.30 	13.06
36843	Lyft	9.13	$34.00 	15.75
36844	Lyft	9.77	$34.87 	16.86
36845	Lyft	0.23	$28.62 	0.39
36846	Lyft	3.56	$45.13 	6.14
36847	Lyft	8.74	$36.14 	15.07
36848	Lyft	6.51	$40.25 	11.22
36849	Lyft	9.36	$62.81 	16.15
36850	Lyft	9.74	$45.72 	16.8
36851	Lyft	6.83	$24.57 	11.77
36852	Lyft	6.48	$19.14 	11.18
36853	Lyft	5.53	$26.09 	9.54
36854	Lyft	3.06	$35.15 	5.29
36855	Lyft	5.78	$36.44 	9.96
36856	Lyft	6.57	$37.04 	11.34
36857	Lyft	4.54	$48.90 	7.83
36858	Lyft	5.44	$50.82 	9.38
36859	Lyft	4.47	$30.66 	7.71
36860	Lyft	3.56	$29.55 	6.14
36861	Lyft	6.0	$37.35 	10.35
36862	Lyft	8.89	$39.52 	15.33
36863	Lyft	7.85	$28.77 	13.54
36864	Lyft	5.5	$30.47 	9.49
36865	Lyft	10.1	$46.37 	17.42
36866	Lyft	5.18	$18.38 	8.94
36867	Lyft	3.88	$40.11 	6.69
36868	Lyft	6.2	$58.68 	10.7
36869	Lyft	7.62	$48.05 	13.14
36870	Lyft	9.35	$49.22 	16.12
36871	Lyft	6.01	$43.08 	10.37
36872	Lyft	6.18	$36.59 	10.66
36873	Lyft	8.38	$39.70 	14.45
36874	Lyft	4.67	$31.22 	8.06
36875	Lyft	9.9	$56.80 	17.07
36876	Lyft	7.36	$31.38 	12.69
36877	Lyft	4.62	$47.23 	7.97
36878	Lyft	1.39	$34.25 	2.4
36879	Lyft	8.44	$34.69 	14.56
36880	Lyft	11.07	$44.95 	19.09
36881	Lyft	1.52	$32.20 	2.62
36882	Lyft	3.89	$51.47 	6.72
36883	Lyft	11.38	$56.54 	19.62
36884	Lyft	5.6	$26.48 	9.66
36885	Lyft	5.27	$47.69 	9.08
36886	Lyft	13.62	$39.00 	23.49
36887	Lyft	10.17	$26.85 	17.53
36888	Lyft	3.63	$38.31 	6.27
36889	Lyft	8.4	$40.06 	14.48
36890	Lyft	5.63	$23.42 	9.71
36891	Lyft	5.49	$29.17 	9.47
36892	Lyft	5.87	$25.64 	10.13
36893	Lyft	8.35	$46.48 	14.4
36894	Lyft	6.5	$35.65 	11.22
36895	Lyft	9.29	$28.06 	16.02
36896	Lyft	8.67	$43.90 	14.95
36897	Lyft	7.56	$54.53 	13.04
36898	Lyft	4.96	$49.82 	8.55
36899	Lyft	5.89	$50.48 	10.15
36900	Lyft	5.54	$55.12 	9.56
36901	Lyft	5.82	$39.58 	10.03
36902	Lyft	5.78	$13.50 	9.97
36903	Lyft	11.92	$17.15 	20.55
36904	Lyft	11.45	$36.02 	19.75
36905	Lyft	7.54	$37.28 	13.0
36906	Lyft	8.34	$38.32 	14.38
36907	Lyft	8.66	$38.45 	14.93
36908	Lyft	6.58	$28.08 	11.34
36909	Lyft	8.62	$35.73 	14.87
36910	Lyft	5.35	$31.21 	9.24
36911	Lyft	2.55	$45.55 	4.41
36912	Lyft	7.92	$42.81 	13.65
36913	Lyft	8.11	$26.29 	13.98
36914	Lyft	9.01	$30.99 	15.53
36915	Lyft	0.58	$38.66 	1.0
36916	Lyft	2.78	$39.60 	4.8
36917	Lyft	8.27	$45.97 	14.27
36918	Lyft	0.36	$40.48 	0.63
36919	Lyft	3.02	$27.20 	5.22
36920	Lyft	8.43	$37.07 	14.53
36921	Lyft	9.8	$46.61 	16.91
36922	Lyft	10.81	$40.37 	18.65
36923	Lyft	8.44	$27.06 	14.56
36924	Lyft	3.71	$43.95 	6.4
36925	Lyft	8.31	$67.09 	14.33
36926	Lyft	7.56	$25.54 	13.03
36927	Lyft	4.26	$43.59 	7.35
36928	Lyft	9.17	$33.54 	15.82
36929	Lyft	3.6	$35.92 	6.2
36930	Lyft	6.56	$47.55 	11.31
36931	Lyft	7.97	$52.08 	13.74
36932	Lyft	3.95	$41.67 	6.82
36933	Lyft	5.3	$39.19 	9.14
36934	Lyft	6.18	$45.24 	10.67
36935	Lyft	10.26	$38.15 	17.69
36936	Lyft	8.0	$50.29 	13.8
36937	Lyft	6.22	$47.28 	10.73
36938	Lyft	5.94	$45.45 	10.24
36939	Lyft	3.97	$52.53 	6.86
36940	Lyft	6.88	$35.80 	11.86
36941	Lyft	7.37	$48.23 	12.71
36942	Lyft	10.74	$54.31 	18.52
36943	Lyft	4.41	$26.60 	7.6
36944	Lyft	0.22	$47.48 	0.39
36945	Lyft	5.43	$51.88 	9.36
36946	Lyft	12.47	$51.88 	21.51
36947	Lyft	11.08	$44.10 	19.1
36948	Lyft	7.23	$36.67 	12.48
36949	Lyft	4.53	$28.49 	7.81
36950	Lyft	6.91	$53.46 	11.93
36951	Lyft	7.43	$42.21 	12.82
36952	Lyft	8.43	$37.49 	14.53
36953	Lyft	6.45	$49.24 	11.12
36954	Lyft	7.03	$31.79 	12.12
36955	Lyft	7.57	$42.46 	13.05
36956	Lyft	2.86	$51.31 	4.93
36957	Lyft	9.28	$27.11 	16.01
36958	Lyft	11.29	$50.99 	19.46
36959	Lyft	9.04	$58.93 	15.59
36960	Lyft	12.37	$35.00 	21.33
36961	Lyft	2.27	$38.06 	3.92
36962	Lyft	8.03	$30.50 	13.84
36963	Lyft	11.16	$49.59 	19.25
36964	Lyft	6.77	$34.41 	11.68
36965	Lyft	9.31	$23.08 	16.06
36966	Lyft	7.51	$36.70 	12.96
36967	Lyft	4.92	$45.73 	8.48
36968	Lyft	1.3	$52.96 	2.24
36969	Lyft	5.55	$61.67 	9.58
36970	Lyft	8.55	$50.06 	14.75
36971	Lyft	5.4	$53.51 	9.31
36972	Lyft	5.06	$33.46 	8.72
36973	Lyft	3.78	$51.65 	6.53
36974	Lyft	5.47	$45.17 	9.43
36975	Lyft	9.37	$26.57 	16.16
36976	Lyft	8.93	$45.76 	15.4
36977	Lyft	4.34	$60.61 	7.48
36978	Lyft	6.57	$44.47 	11.34
36979	Lyft	3.61	$23.49 	6.22
36980	Lyft	8.04	$56.38 	13.86
36981	Lyft	4.99	$51.74 	8.6
36982	Lyft	5.67	$48.94 	9.78
36983	Lyft	7.97	$41.22 	13.74
36984	Lyft	12.65	$19.77 	21.81
36985	Lyft	1.0	$34.30 	1.72
36986	Lyft	6.82	$49.83 	11.77
36987	Lyft	15.63	$36.17 	26.95
36988	Lyft	7.87	$25.42 	13.57
36989	Lyft	3.26	$42.72 	5.62
36990	Lyft	8.23	$16.58 	14.2
36991	Lyft	3.53	$46.04 	6.1
36992	Lyft	6.04	$37.10 	10.43
36993	Lyft	6.83	$32.10 	11.77
36994	Lyft	11.93	$34.77 	20.58
36995	Lyft	7.67	$48.12 	13.23
36996	Lyft	1.19	$30.83 	2.05
36997	Lyft	4.31	$48.79 	7.43
36998	Lyft	14.32	$34.26 	24.7
36999	Lyft	7.95	$28.97 	13.71
37000	Lyft	8.73	$41.94 	15.05
37001	Lyft	2.33	$28.06 	4.02
37002	Lyft	2.44	$19.47 	4.22
37003	Lyft	5.03	$38.97 	8.67
37004	Lyft	5.04	$29.18 	8.69
37005	Lyft	5.95	$44.97 	10.26
37006	Lyft	4.07	$32.53 	7.02
37007	Lyft	6.65	$47.04 	11.47
37008	Lyft	10.01	$44.96 	17.26
37009	Lyft	2.8	$42.25 	4.83
37010	Lyft	8.83	$40.94 	15.23
37011	Lyft	12.32	$61.33 	21.25
37012	Lyft	10.75	$41.64 	18.54
37013	Lyft	4.83	$45.59 	8.33
37014	Lyft	11.46	$39.40 	19.77
37015	Lyft	5.59	$24.71 	9.64
37016	Lyft	7.13	$44.47 	12.29
37017	Lyft	1.77	$38.54 	3.05
37018	Lyft	7.59	$33.31 	13.1
37019	Lyft	4.99	$29.51 	8.6
37020	Lyft	4.95	$35.46 	8.54
37021	Lyft	3.79	$33.54 	6.53
37022	Lyft	9.88	$38.63 	17.04
37023	Lyft	4.66	$36.30 	8.05
37024	Lyft	8.52	$45.05 	14.69
37025	Lyft	12.45	$45.82 	21.47
37026	Lyft	7.98	$48.09 	13.76
37027	Lyft	6.56	$26.43 	11.32
37028	Lyft	9.19	$45.66 	15.85
37029	Lyft	6.21	$42.46 	10.71
37030	Lyft	8.31	$35.16 	14.33
37031	Lyft	7.35	$30.56 	12.67
37032	Lyft	8.75	$34.36 	15.1
37033	Lyft	4.39	$46.17 	7.57
37034	Lyft	7.48	$55.90 	12.9
37035	Lyft	5.48	$12.33 	9.46
37036	Lyft	8.38	$38.84 	14.46
37037	Lyft	13.34	$61.28 	23.0
37038	Lyft	5.44	$33.82 	9.38
37039	Lyft	10.59	$34.50 	18.26
37040	Lyft	5.7	$33.93 	9.83
37041	Lyft	13.6	$51.05 	23.46
37042	Lyft	8.67	$38.00 	14.95
37043	Lyft	8.61	$50.35 	14.84
37044	Lyft	11.04	$45.21 	19.03
37045	Lyft	8.22	$31.28 	14.18
37046	Lyft	2.2	$26.66 	3.8
37047	Lyft	5.17	$24.32 	8.93
37048	Lyft	7.26	$39.45 	12.52
37049	Lyft	5.67	$37.21 	9.78
37050	Lyft	5.6	$41.99 	9.66
37051	Lyft	2.66	$45.38 	4.59
37052	Lyft	6.78	$44.56 	11.69
37053	Lyft	6.34	$38.29 	10.94
37054	Lyft	7.66	$32.22 	13.22
37055	Lyft	4.01	$16.42 	6.92
37056	Lyft	6.45	$41.08 	11.12
37057	Lyft	6.79	$33.57 	11.71
37058	Lyft	4.6	$30.92 	7.94
37059	Lyft	1.59	$45.12 	2.75
37060	Lyft	7.4	$51.47 	12.77
37061	Lyft	1.29	$39.73 	2.23
37062	Lyft	5.38	$51.30 	9.29
37063	Lyft	7.18	$27.85 	12.38
37064	Lyft	7.37	$29.94 	12.71
37065	Lyft	8.43	$41.21 	14.53
37066	Lyft	6.96	$51.09 	12.01
37067	Lyft	8.86	$58.23 	15.28
37068	Lyft	5.07	$33.96 	8.74
37069	Lyft	11.89	$15.93 	20.51
37070	Lyft	6.51	$40.98 	11.23
37071	Lyft	6.06	$30.84 	10.45
37072	Lyft	7.7	$25.87 	13.28
37073	Lyft	3.59	$59.68 	6.19
37074	Lyft	8.57	$42.04 	14.78
37075	Lyft	12.34	$41.57 	21.28
37076	Lyft	5.44	$51.99 	9.39
37077	Lyft	4.31	$17.63 	7.43
37078	Lyft	5.63	$37.62 	9.7
37079	Lyft	3.19	$38.15 	5.51
37080	Lyft	5.13	$37.02 	8.85
37081	Lyft	9.5	$61.24 	16.38
37082	Lyft	5.21	$42.15 	8.99
37083	Lyft	9.37	$28.15 	16.17
